ちゅうべつだけ,忠別岳,https://maps.gsi.go.jp/#15/43.59111111111111/142.89444444444444,北海道,石狩山地,1963m,43度35分28秒,142度53分40秒
とむらうしやま,トムラウシ山,https://maps.gsi.go.jp/#15/43.52722222222222/142.8488888888889,北海道,石狩山地,2141m,43度31分38秒,142度50分56秒
おぷたてしけやま,オプタテシケ山,https://maps.gsi.go.jp/#15/43.47027777777778/142.75166666666666,北海道,石狩山地,2013m,43度28分13秒,142度45分06秒
びえいだけ,美瑛岳,https://maps.gsi.go.jp/#15/43.44/142.70666666666665,北海道,石狩山地,2052m,43度26分24秒,142度42分24秒
とかちだけ,十勝岳,https://maps.gsi.go.jp/#15/43.41777777777777/142.6863888888889,北海道,石狩山地,2077m,43度25分04秒,142度41分11秒
かみほろかめっとくやま,上ホロカメットク山,https://maps.gsi.go.jp/#15/43.405/142.67166666666665,北海道,石狩山地,1920m,43度24分18秒,142度40分18秒
ふらのだけ,富良野岳,https://maps.gsi.go.jp/#15/43.39361111111111/142.635,北海道,石狩山地,1912m,43度23分37秒,142度38分06秒
みくにやま,三国山,https://maps.gsi.go.jp/#15/43.59527777777778/143.14638888888888,北海道,石狩山地,1541m,43度35分43秒,143度08分47秒
いしかりだけ,石狩岳,https://maps.gsi.go.jp/#15/43.54666666666667/143.02222222222224,北海道,石狩山地,1967m,43度32分48秒,143度01分20秒
おとふけやま,音更山,https://maps.gsi.go.jp/#15/43.56166666666666/143.03527777777776,北海道,石狩山地,1932m,43度33分42秒,143度02分07秒
にぺそつやま,ニペソツ山,https://maps.gsi.go.jp/#15/43.45583333333334/143.03222222222223,北海道,石狩山地,2013m,43度27分21秒,143度01分56秒
うぺぺさんけやま,ウペペサンケ山,https://maps.gsi.go.jp/#15/43.38944444444444/143.08194444444444,北海道,石狩山地,1848m,43度23分22秒,143度04分55秒
ひがしぬぷかうしぬぷり,東ヌプカウシヌプリ,https://maps.gsi.go.jp/#15/43.24583333333334/143.10222222222222,北海道,石狩山地,1252m,43度14分45秒,143度06分08秒
さほろだけ,佐幌岳,https://maps.gsi.go.jp/#15/43.17333333333333/142.78111111111113,北海道,石狩山地,1060m,43度10分24秒,142度46分52秒
にしくまねしりだけ,西クマネシリ岳,https://maps.gsi.go.jp/#15/43.51916666666666/143.23333333333332,北海道,石狩山地,1635m,43度31分09秒,143度14分00秒
ひがしみくにやま,東三国山,https://maps.gsi.go.jp/#15/43.50833333333333/143.4636111111111,北海道,石狩山地,1230m,43度30分30秒,143度27分49秒
きとうしやま,喜登牛山,https://maps.gsi.go.jp/#15/43.44777777777777/143.45638888888888,北海道,石狩山地,1312m,43度26分52秒,143度27分23秒
ぴっしりざん,ピッシリ山,https://maps.gsi.go.jp/#15/44.355555555555554/142.03194444444446,北海道,天塩山地,1032m,44度21分20秒,142度01分55秒
さんとうさん,三頭山,https://maps.gsi.go.jp/#15/44.09166666666667/142.08583333333334,北海道,天塩山地,1009m,44度05分30秒,142度05分09秒
ぽろしりやま,ポロシリ山,https://maps.gsi.go.jp/#15/43.962500000000006/141.8361111111111,北海道,天塩山地,730m,43度57分45秒,141度50分10秒
しょかんべつだけ,暑寒別岳,https://maps.gsi.go.jp/#15/43.715833333333336/141.52305555555557,北海道,増毛山地,1492m,43度42分57秒,141度31分23秒
くんべつだけ,群別岳,https://maps.gsi.go.jp/#15/43.68472222222222/141.48777777777775,北海道,増毛山地,1376m,43度41分05秒,141度29分16秒
ぴんねしり,ピンネシリ,https://maps.gsi.go.jp/#15/43.49194444444444/141.70666666666665,北海道,増毛山地,1100m,43度29分31秒,141度42分24秒
いるむけっぷやま,イルムケップ山,https://maps.gsi.go.jp/#15/43.62916666666667/142.11027777777778,北海道,夕張山地,864m,43度37分45秒,142度06分37秒
ふらのにしだけ,富良野西岳,https://maps.gsi.go.jp/#15/43.30916666666666/142.31166666666667,北海道,夕張山地,1331m,43度18分33秒,142度18分42秒
あしべつだけ,芦別岳,https://maps.gsi.go.jp/#15/43.23583333333333/142.2836111111111,北海道,夕張山地,1726m,43度14分09秒,142度17分01秒
いくしゅんべつだけ,幾春別岳,https://maps.gsi.go.jp/#15/43.22694444444445/142.15944444444446,北海道,夕張山地,1068m,43度13分37秒,142度09分34秒
ゆうばりだけ,夕張岳,https://maps.gsi.go.jp/#15/43.099722222222226/142.2511111111111,北海道,夕張山地,1668m,43度05分59秒,142度15分04秒
はったおまないだけ,ハッタオマナイ岳,https://maps.gsi.go.jp/#15/42.846944444444446/142.31305555555556,北海道,夕張山地,1021m,42度50分49秒,142度18分47秒
とまむさん,トマム山,https://maps.gsi.go.jp/#15/43.078611111111115/142.59611111111113,北海道,日高山脈,1239m,43度04分43秒,142度35分46秒
めむろだけ,芽室岳,https://maps.gsi.go.jp/#15/42.86888888888889/142.78527777777776,北海道,日高山脈,1754m,42度52分08秒,142度47分07秒
つるぎやま,剣山,https://maps.gsi.go.jp/#15/42.84861111111111/142.885,北海道,日高山脈,1205m,42度50分55秒,142度53分06秒
ちろろだけ,チロロ岳,https://maps.gsi.go.jp/#15/42.82555555555556/142.67527777777778,北海道,日高山脈,1880m,42度49分32秒,142度40分31秒
ぴぱいろだけ,ピパイロ岳,https://maps.gsi.go.jp/#15/42.77305555555555/142.7275,北海道,日高山脈,1916m,42度46分23秒,142度43分39秒
とったべつだけ,戸蔦別岳,https://maps.gsi.go.jp/#15/42.73861111111111/142.695,北海道,日高山脈,1959m,42度44分19秒,142度41分42秒
ぽろしりだけ,幌尻岳,https://maps.gsi.go.jp/#15/42.71944444444445/142.68277777777777,北海道,日高山脈,2052m,42度43分10秒,142度40分58秒
えさおまんとったべつだけ,エサオマントッタベツ岳,https://maps.gsi.go.jp/#15/42.689166666666665/142.7577777777778,北海道,日高山脈,1902m,42度41分21秒,142度45分28秒
さつないだけ,札内岳,https://maps.gsi.go.jp/#15/42.693888888888885/142.79666666666665,北海道,日高山脈,1895m,42度41分38秒,142度47分48秒
とかちぽろしりだけ,十勝幌尻岳,https://maps.gsi.go.jp/#15/42.69555555555555/142.85944444444445,北海道,日高山脈,1846m,42度41分44秒,142度51分34秒
いどんなっぷだけ,イドンナップ岳,https://maps.gsi.go.jp/#15/42.63027777777778/142.6486111111111,北海道,日高山脈,1752m,42度37分49秒,142度38分55秒
かむいえくうちかうしやま,カムイエクウチカウシ山,https://maps.gsi.go.jp/#15/42.625/142.76638888888888,北海道,日高山脈,1979m,42度37分30秒,142度45分59秒
いっぱさんきゅうほう,１８３９峰,https://maps.gsi.go.jp/#15/42.53944444444444/142.80805555555557,北海道,日高山脈,1842m,42度32分22秒,142度48分29秒
ぺてがりだけ,ペテガリ岳,https://maps.gsi.go.jp/#15/42.49944444444444/142.8711111111111,北海道,日高山脈,1736m,42度29分58秒,142度52分16秒
なかのだけ,中ノ岳,https://maps.gsi.go.jp/#15/42.46805555555556/142.88444444444443,北海道,日高山脈,1519m,42度28分05秒,142度53分04秒
かむいだけ,神威岳,https://maps.gsi.go.jp/#15/42.42833333333333/142.90694444444446,北海道,日高山脈,1600m,42度25分42秒,142度54分25秒
ぴりかぬぷり,ピリカヌプリ,https://maps.gsi.go.jp/#15/42.40222222222222/142.96666666666667,北海道,日高山脈,1631m,42度24分08秒,142度58分00秒
らっこだけ,楽古岳,https://maps.gsi.go.jp/#15/42.2725/143.11111111111111,北海道,日高山脈,1471m,42度16分21秒,143度06分40秒
とよにだけ,豊似岳,https://maps.gsi.go.jp/#15/42.07694444444445/143.23305555555555,北海道,日高山脈,1105m,42度04分37秒,143度13分59秒
あぽいだけ,アポイ岳,https://maps.gsi.go.jp/#15/42.10777777777778/143.02555555555557,北海道,日高山脈,810m,42度06分28秒,143度01分32秒
もいわやま,藻岩山,https://maps.gsi.go.jp/#15/43.0225/141.32222222222222,北海道,支笏・洞爺・積丹,531m,43度01分21秒,141度19分20秒
ていねやま,手稲山,https://maps.gsi.go.jp/#15/43.07666666666667/141.1925,北海道,支笏・洞爺・積丹,1023m,43度04分36秒,141度11分33秒
よいちだけ,余市岳,https://maps.gsi.go.jp/#15/43.032777777777774/141.01972222222224,北海道,支笏・洞爺・積丹,1488m,43度01分58秒,141度01分11秒
ぽんくとさん,本倶登山,https://maps.gsi.go.jp/#15/42.95527777777778/140.9125,北海道,支笏・洞爺・積丹,1009m,42度57分19秒,140度54分45秒
むいねやま,無意根山,https://maps.gsi.go.jp/#15/42.93083333333333/141.04055555555556,北海道,支笏・洞爺・積丹,1464m,42度55分51秒,141度02分26秒
さっぽろだけ,札幌岳,https://maps.gsi.go.jp/#15/42.900277777777774/141.20055555555555,北海道,支笏・洞爺・積丹,1293m,42度54分01秒,141度12分02秒
そらぬまだけ,空沼岳,https://maps.gsi.go.jp/#15/42.865/141.2536111111111,北海道,支笏・洞爺・積丹,1251m,42度51分54秒,141度15分13秒
えにわだけ,恵庭岳,https://maps.gsi.go.jp/#15/42.79333333333333/141.28527777777776,北海道,支笏・洞爺・積丹,1320m,42度47分36秒,141度17分07秒
ふっぷしだけ,風不死岳,https://maps.gsi.go.jp/#15/42.716944444444444/141.35888888888888,北海道,支笏・洞爺・積丹,1102m,42度43分01秒,141度21分32秒
たるまえさん,樽前山,https://maps.gsi.go.jp/#15/42.690555555555555/141.37666666666666,北海道,支笏・洞爺・積丹,1041m,42度41分26秒,141度22分36秒
ほろほろやま,ホロホロ山,https://maps.gsi.go.jp/#15/42.63361111111111/141.14249999999998,北海道,支笏・洞爺・積丹,1322m,42度38分01秒,141度08分33秒
よべつだけ,余別岳,https://maps.gsi.go.jp/#15/43.26/140.45916666666665,北海道,支笏・洞爺・積丹,1298m,43度15分36秒,140度27分33秒
てんぐだけ,天狗岳,https://maps.gsi.go.jp/#15/43.18472222222222/140.66083333333333,北海道,支笏・洞爺・積丹,872m,43度11分05秒,140度39分39秒
らいでんやま,雷電山,https://maps.gsi.go.jp/#15/42.90361111111111/140.46972222222223,北海道,支笏・洞爺・積丹,1211m,42度54分13秒,140度28分11秒
めくんないだけ,目国内岳,https://maps.gsi.go.jp/#15/42.89972222222222/140.51527777777778,北海道,支笏・洞爺・積丹,1220m,42度53分59秒,140度30分55秒
にせこあんぬぷり,ニセコアンヌプリ,https://maps.gsi.go.jp/#15/42.875/140.6588888888889,北海道,支笏・洞爺・積丹,1308m,42度52分30秒,140度39分32秒
ようていざん（えぞふじ）,羊蹄山（蝦夷富士）,https://maps.gsi.go.jp/#15/42.82666666666667/140.8113888888889,北海道,支笏・洞爺・積丹,1898m,42度49分36秒,140度48分41秒
しりべつだけ,尻別岳,https://maps.gsi.go.jp/#15/42.7725/140.9102777777778,北海道,支笏・洞爺・積丹,1107m,42度46分21秒,140度54分37秒
ぬっきべつやま,貫気別山,https://maps.gsi.go.jp/#15/42.71/140.92277777777778,北海道,支笏・洞爺・積丹,994m,42度42分36秒,140度55分22秒
こんぶだけ,昆布岳,https://maps.gsi.go.jp/#15/42.71027777777778/140.65555555555556,北海道,支笏・洞爺・積丹,1045m,42度42分37秒,140度39分20秒
しょうわしんざん,昭和新山,https://maps.gsi.go.jp/#15/42.5425/140.86444444444444,北海道,支笏・洞爺・積丹,398m,42度32分33秒,140度51分52秒
うすざん,有珠山,https://maps.gsi.go.jp/#15/42.54388888888889/140.83916666666667,北海道,支笏・洞爺・積丹,733m,42度32分38秒,140度50分21秒
ほろづきやま,母衣月山,https://maps.gsi.go.jp/#15/42.769999999999996/140.21499999999997,北海道,渡島半島,504m,42度46分12秒,140度12分54秒
おおびらやま,大平山,https://maps.gsi.go.jp/#15/42.63583333333333/140.13555555555555,北海道,渡島半島,1191m,42度38分09秒,140度08分08秒
かりばやま,狩場山,https://maps.gsi.go.jp/#15/42.61333333333334/139.94055555555556,北海道,渡島半島,1520m,42度36分48秒,139度56分26秒
けなしやま,毛無山,https://maps.gsi.go.jp/#15/42.29527777777778/139.81055555555557,北海道,渡島半島,816m,42度17分43秒,139度48分38秒
ゆうらっぷだけ（けんいちだけ）,遊楽部岳（見市岳）,https://maps.gsi.go.jp/#15/42.219166666666666/140.01055555555555,北海道,渡島半島,1277m,42度13分09秒,140度00分38秒
おとべだけ,乙部岳,https://maps.gsi.go.jp/#15/42.03944444444444/140.27472222222224,北海道,渡島半島,1017m,42度02分22秒,140度16分29秒
こまがたけ,駒ヶ岳,https://maps.gsi.go.jp/#15/42.06333333333333/140.6772222222222,北海道,渡島半島,1131m,42度03分48秒,140度40分38秒
よこつだけ,横津岳,https://maps.gsi.go.jp/#15/41.937777777777775/140.7713888888889,北海道,渡島半島,1167m,41度56分16秒,140度46分17秒
えさん,恵山,https://maps.gsi.go.jp/#15/41.80472222222222/141.16611111111112,北海道,渡島半島,618m,41度48分17秒,141度09分58秒
はこだてやま,函館山,https://maps.gsi.go.jp/#15/41.75888888888889/140.70416666666665,北海道,渡島半島,334m,41度45分32秒,140度42分15秒
はちまんだけ,八幡岳,https://maps.gsi.go.jp/#15/41.85194444444445/140.23,北海道,渡島半島,665m,41度51分07秒,140度13分48秒
かつらだけ,桂岳,https://maps.gsi.go.jp/#15/41.78916666666667/140.46444444444444,北海道,渡島半島,734m,41度47分21秒,140度27分52秒
ななつだけ,七ッ岳,https://maps.gsi.go.jp/#15/41.62416666666667/140.21416666666664,北海道,渡島半島,957m,41度37分27秒,140度12分51秒
だいせんげんだけ,大千軒岳,https://maps.gsi.go.jp/#15/41.57944444444445/140.16083333333333,北海道,渡島半島,1072m,41度34分46秒,140度09分39秒
いわべだけ,岩部岳,https://maps.gsi.go.jp/#15/41.52722222222222/140.31083333333333,北海道,渡島半島,794m,41度31分38秒,140度18分39秒
かむいやま,神威山,https://maps.gsi.go.jp/#15/42.16027777777778/139.4427777777778,北海道,奥尻島,584m,42度09分37秒,139度26分34秒
えらだけ,江良岳,https://maps.gsi.go.jp/#15/41.51/139.36722222222224,北海道,渡島大島,732m,41度30分36秒,139度22分02秒
ひうちだけ,燧岳,https://maps.gsi.go.jp/#15/41.439166666666665/141.05305555555557,青森県,下北半島,781m,41度26分21秒,141度03分11秒
かまふせやま,釜臥山,https://maps.gsi.go.jp/#15/41.27861111111111/141.12,青森県,下北半島（恐山山地）,878m,41度16分43秒,141度07分12秒
くわはたやま,桑畑山,https://maps.gsi.go.jp/#15/41.3875/141.44083333333333,青森県,下北半島,400m,41度23分15秒,141度26分27秒
ふっこしえぼし,吹越烏帽子,https://maps.gsi.go.jp/#15/41.0375/141.31722222222223,青森県,下北半島,508m,41度02分15秒,141度19分02秒
まるやがただけ,丸屋形岳,https://maps.gsi.go.jp/#15/41.15277777777778/140.58666666666667,青森県,津軽半島,718m,41度09分10秒,140度35分12秒
よつだきやま,四ッ滝山,https://maps.gsi.go.jp/#15/41.12166666666667/140.40055555555557,青森県,津軽半島,670m,41度07分18秒,140度24分02秒
ぼんじゅさん,梵珠山,https://maps.gsi.go.jp/#15/40.79972222222222/140.57555555555555,青森県,津軽半島,468m,40度47分59秒,140度34分32秒
はしかみだけ（たねいちだけ）,階上岳（種市岳）,https://maps.gsi.go.jp/#15/40.40083333333333/141.58444444444444,青森県 岩手県,北上高地,739m,40度24分03秒,141度35分04秒
なくいだけ,名久井岳,https://maps.gsi.go.jp/#15/40.38805555555555/141.30833333333334,青森県,北上高地,615m,40度23分17秒,141度18分30秒
おりつめだけ,折爪岳,https://maps.gsi.go.jp/#15/40.26888888888889/141.37444444444446,岩手県,北上高地,852m,40度16分08秒,141度22分28秒
あっかもり,安家森,https://maps.gsi.go.jp/#15/40.03805555555555/141.54111111111112,岩手県,北上高地,1239m,40度02分17秒,141度32分28秒
とおしまやま,遠島山,https://maps.gsi.go.jp/#15/40.02055555555555/141.64416666666665,岩手県,北上高地,1262m,40度01分14秒,141度38分39秒
みすごだけ,三巣子岳,https://maps.gsi.go.jp/#15/39.9/141.48555555555555,岩手県,北上高地,1181m,39度54分00秒,141度29分08秒
ひめかみさん,姫神山,https://maps.gsi.go.jp/#15/39.844166666666666/141.24694444444444,岩手県,北上高地,1124m,39度50分39秒,141度14分49秒
さかいのかみだけ,堺ノ神岳,https://maps.gsi.go.jp/#15/39.750277777777775/141.6263888888889,岩手県,北上高地,1319m,39度45分01秒,141度37分35秒
がいたかもり,害鷹森,https://maps.gsi.go.jp/#15/39.711666666666666/141.60444444444442,岩手県,北上高地,1304m,39度42分42秒,141度36分16秒
あおまつばやま,青松葉山,https://maps.gsi.go.jp/#15/39.6975/141.4836111111111,岩手県,北上高地,1365m,39度41分51秒,141度29分01秒
とうげのかみやま,峠ノ神山,https://maps.gsi.go.jp/#15/39.72694444444445/141.78111111111113,岩手県,北上高地,1229m,39度43分37秒,141度46分52秒
はやちねさん,早池峰山,https://maps.gsi.go.jp/#15/39.558611111111105/141.4886111111111,岩手県,北上高地,1917m,39度33分31秒,141度29分19秒
やくしだけ,薬師岳,https://maps.gsi.go.jp/#15/39.53/141.4958333333333,岩手県,北上高地,1645m,39度31分48秒,141度29分45秒
じゅうにしんざん,十二神山,https://maps.gsi.go.jp/#15/39.53861111111111/141.975,岩手県,北上高地,731m,39度32分19秒,141度58分30秒
ろっこうしさん,六角牛山,https://maps.gsi.go.jp/#15/39.318333333333335/141.65027777777777,岩手県,北上高地,1293m,39度19分06秒,141度39分01秒
ごようざん,五葉山,https://maps.gsi.go.jp/#15/39.20527777777778/141.73222222222222,岩手県,北上高地,1351m,39度12分19秒,141度43分56秒
ものみやま,物見山,https://maps.gsi.go.jp/#15/39.20111111111111/141.40166666666667,岩手県,北上高地,870m,39度12分04秒,141度24分06秒
ひかみさん,氷上山,https://maps.gsi.go.jp/#15/39.05888888888889/141.66055555555556,岩手県,北上高地,874m,39度03分32秒,141度39分38秒
むろねさん,室根山,https://maps.gsi.go.jp/#15/38.97527777777778/141.44722222222222,岩手県,北上高地,895m,38度58分31秒,141度26分50秒
とくせんじょうやま,徳仙丈山,https://maps.gsi.go.jp/#15/38.848333333333336/141.47,宮城県,北上高地,710m,38度50分54秒,141度28分12秒
きんかさん,金華山,https://maps.gsi.go.jp/#15/38.29527777777778/141.56666666666666,宮城県,北上高地,444m,38度17分43秒,141度34分00秒
はっこうださん,八甲田山,https://maps.gsi.go.jp/#15/40.65888888888889/140.87722222222223,青森県,奥羽山脈北部（八甲田山とその周辺）,1585m,40度39分32秒,140度52分38秒
はっこうださん,八甲田山,https://maps.gsi.go.jp/#15/40.653067/140.907211,青森県,奥羽山脈北部（八甲田山とその周辺）,1559m,40度39分11秒,140度54分26秒
くしがみね（かみだけ）,櫛ヶ峯（上岳）,https://maps.gsi.go.jp/#15/40.60305555555556/140.8425,青森県,奥羽山脈北部（八甲田山とその周辺）,1517m,40度36分11秒,140度50分33秒
へらいだけ,戸来岳,https://maps.gsi.go.jp/#15/40.45305555555556/141.0013888888889,青森県,奥羽山脈北部（八甲田山とその周辺）,1159m,40度27分11秒,141度00分05秒
しろじやま,白地山,https://maps.gsi.go.jp/#15/40.447222222222216/140.78805555555556,秋田県,奥羽山脈北部（八甲田山とその周辺）,1034m,40度26分50秒,140度47分17秒
なかだけ,中岳,https://maps.gsi.go.jp/#15/40.24611111111111/140.94444444444446,秋田県 岩手県,奥羽山脈北部,1024m,40度14分46秒,140度56分40秒
いなにわだけ,稲庭岳,https://maps.gsi.go.jp/#15/40.198611111111106/141.04611111111112,岩手県,奥羽山脈北部,1078m,40度11分55秒,141度02分46秒
ごのみやだけ,五ノ宮嶽,https://maps.gsi.go.jp/#15/40.145833333333336/140.84583333333333,秋田県,奥羽山脈北部,1115m,40度08分45秒,140度50分45秒
ななしぐれやま,七時雨山,https://maps.gsi.go.jp/#15/40.06916666666667/141.10555555555555,岩手県,奥羽山脈北部,1063m,40度04分09秒,141度06分20秒
もりよしざん,森吉山,https://maps.gsi.go.jp/#15/39.97666666666667/140.54416666666665,秋田県,奥羽山脈北部,1454m,39度58分36秒,140度32分39秒
やけやま,焼山,https://maps.gsi.go.jp/#15/39.96388888888889/140.75694444444446,秋田県,奥羽山脈北部,1366m,39度57分50秒,140度45分25秒
はちまんたい,八幡平,https://maps.gsi.go.jp/#15/39.95777777777778/140.85416666666666,岩手県,奥羽山脈北部,1613m,39度57分28秒,140度51分15秒
はちまんたい,八幡平,https://maps.gsi.go.jp/#15/39.950833333333335/140.89888888888888,岩手県,奥羽山脈北部,1578m,39度57分03秒,140度53分56秒
はちまんたい,八幡平,https://maps.gsi.go.jp/#15/39.93583333333333/140.85055555555556,秋田県,奥羽山脈北部,1578m,39度56分09秒,140度51分02秒
おおふかだけ,大深岳,https://maps.gsi.go.jp/#15/39.88111111111111/140.87972222222223,岩手県 秋田県,奥羽山脈北部,1541m,39度52分52秒,140度52分47秒
いわてさん,岩手山,https://maps.gsi.go.jp/#15/39.8525/141.0011111111111,岩手県,奥羽山脈北部,2038m,39度51分09秒,141度00分04秒
えぼしだけ（にゅうとうざん）,烏帽子岳（乳頭山）,https://maps.gsi.go.jp/#15/39.805/140.83861111111113,岩手県 秋田県,奥羽山脈北部,1478m,39度48分18秒,140度50分19秒
こまがたけ,駒ヶ岳,https://maps.gsi.go.jp/#15/39.76111111111111/140.79944444444445,秋田県,奥羽山脈北部,1637m,39度45分40秒,140度47分58秒
いわきさん,岩木山,https://maps.gsi.go.jp/#15/40.655833333333334/140.30305555555557,青森県,白神山地,1625m,40度39分21秒,140度18分11秒
むかいしらかみだけ,向白神岳,https://maps.gsi.go.jp/#15/40.52388888888889/140.04555555555555,青森県,白神山地,1250m,40度31分26秒,140度02分44秒
しらかみだけ,白神岳,https://maps.gsi.go.jp/#15/40.5075/140.01833333333334,青森県,白神山地,1235m,40度30分27秒,140度01分06秒
